"id","name","address","city_id","inn","latitude","longitude","average_salary2012","average_salary2013","average_salary2014","chief","email","fullname","payments2012","payments2013","payments2014","phone","receipts2012","receipts2013","receipts2014","www","alias"
8605,"Школа №19","117418, г. Москва, ул. Новочеремушкинская, д. 48",13,"7727190237",55.67261,37.566952,,,52488,"Титкова Марина Вячеславовна","si19@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 19»",,,92770766,"8-499-1286902",,,99445311,"schuzu19.mskobr.ru","19"
8606,"Гимназия №1530 ""Школа Ломоносова"","107014, г. Москва, ул. Егерская, д. 4",13,"7718083895",55.793141,37.684775,,70102,56844,"Кузнецова Евгения Викторовна","1530@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1530 «Школа Ломоносова»",,119801112,325325634,"8-495-6030962",,123546471,343598466,"gym1530.mskobr.ru","gym1530"
8607,"Школа №1423","109451, г. Москва, Перервинский бульвар, д.5, корп. 3",13,"7723196735",55.663679,37.767492,,,,,"1423@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1423",,,,,,,,"sch1423uv.mskobr.ru","1423"
8608,"Школа №88","109029, г. Москва, ул. Средняя Калитниковская, д.9/11, стр.1",13,"7709833051",55.736741,37.681263,,57950,80706,"Маслова Валентина Михайловна","v88@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы открытая (сменная) общеобразовательная школа № 88",,,,"8-495-9125610",,26593371,52031132,"sch88c.mskobr.ru","88"
8609,"Московская международная гимназия","111123, г. Москва, 3-я Владимирская улица дом 5",13,"7720086251",55.762247,37.786743,,67549,67374,"Шкуренко Елена Васильевна","gymmg@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы Московская международная гимназия",,178613640,186171907,"8-495-3043794",,181985720,187845720,"gymmg.mskobr.ru","intergym"
8610,"Гимназия №201 им.Космодемьянских","125130, г. Москва, ул. Зои и Александра Космодемьянских, дом 3, корпус 1",13,"7743619481",55.821386,37.504322,53510,59780,59780,"Подольская Елена Викторовна","201@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 201 ордена Трудового Красного Знамени имени Героев Советского Союза Зои и Александра Космодемьянских»",,,,"7-495-4509537",69097770,71077255,71077255,"gym201s.mskobr.ru","gym201"
8611,"Школа №1529 им.Грибоедова","119034, г. Москва, 2-й Обыденский пер., д.9",13,"7704222919",55.741333,37.603505,,76306,63256,"Соловьева Марина Анатольевна","1529@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1529 имени А.С.Грибоедова",,50911364,244133479,"8-499-2418538",,47922090,292411782,"gym1529c.mskobr.ru","gym1529"
8612,"Лицей №1451","115162, г. Москва, ул. Мытная, дом 50, корп. 3",13,"7725770923",55.718623,37.616593,,,,,"1451@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1451»",,,,,,,,"lyc1451u.mskobr.ru","lyc1451"
8613,"Школа №149","125080, г. Москва, ул. Врубеля д.6",13,"7743928539",55.805523,37.500612,,,50236,"Ларин Алексей Николаевич","149@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 149»",,,136793218,"107-499-1580331",,,138403517,"sch149.mskobr.ru","149"
8614,"Школа №1947","105187, г. Москва, ул. Щербаковская, д. 36А",13,"7719157998",55.781955,37.732386,61631,67980,60874,"Голованова Лариса Евгеньевна","1947@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1947»",73254780,78025749,115853107,"8-495-3666800",74130666,77164825,122724491,"schv1947.mskobr.ru","1947"
8615,"Гимназия №1519","123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2",13,"7734241813",55.80739,37.412496,71560,55500,56340,"Сирый Николай Иванович","1519@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1519»",140146300,351429505,389264339,"7-495-7573717",203041480,343865747,414267780,"gym1519.mskobr.ru","gym1519"
8616,"Школа №1143","109387, г. Москва, ул. Краснодарская, дом 9",13,"7723006600",55.67825,37.742276,,,,,"1143@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1143",,,,,,,,"sch1143uv.mskobr.ru","1143"
8617,"Лицей №1500","101000, г. Москва, Милютинский пер., д.18, стр.2",13,"7708071876",55.764744,37.633589,,65377,61710,"Щетнева Елена Евгеньевна","1500@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы Пушкинский лицей № 1500",,101131348,126537241,"7-495-6072070",,113238892,136140941,"lycc1500.mskobr.ru","lyc1500"
8618,"Школа №1251 им.Шарля де Голля","125252, г. Москва, ул. Сальвадора Альенде, д. 9",13,"7743024406",55.794143,37.506783,76877,76877,76877,"Кравец Татьяна Викторовна","1251@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением французского языка № 1251 имени генерала Шарля де Голля»",88647244,88647244,88647244,"7-499-1980481",103356775,103356775,103356775,"sch1251s.mskobr.ru","1251"
8619,"Школа №305","127410, г. Москва, Путевой проезд, дом 10 А"""",13,"7715018947",55.87545,37.580041,,25000,35000,"Иванова Ольга Владимировна","305@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 305",,253436624,246072628,"7-499-9017211",,257888271,254319607,"sch305.mskobr.ru","305"
8620,"Школа №597","125502, г. Москва, Петрозаводская ул., д. 19А",13,"7743021236",55.866081,37.489787,,,60772,"Зайцева Елена Вениаминовна","597@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 597",,,167198909,"7-495-4551607",,,174131376,"sch597s.mskobr.ru","597"
8621,"Школа №2110 ""МОК "Марьино"","109651, г. Москва, Батайский проезд, дом 21",13,"7723918412",55.643302,37.718804,3001,3001,48120,"Баталов Антон Сергеевич","2110@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2110 «Многопрофильный образовательный комплекс «Марьино»",,,,"7-903-0079454",,,,"sch2110.mskobr.ru","2110"
8622,"Школа №1386","109125, г. Москва, Васильцовский переулок, д. 1",13,"7721642776",55.716346,37.748996,,,,"Брылева Ирина Юрьевна","1386@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов социального профиля № 1386",,,,"7-499-7429485",,,,"sch1386.mskobr.ru","1386"
8623,"Школа №166","127572, г. Москва, Алтуфьевское ш., д.97, корп.3",13,"7715982037",55.903565,37.584011,,,56500,"Шпакова Виктория Юрьевна","166@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 166»",,,296083072,"7-499-2005270",,,311520036,"sch166.mskobr.ru","166"
8624,"Школа №806","121351, г. Москва, ул. Полоцкая, д.21",13,"7731173523",55.732352,37.423509,,,,,"806@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 806",,,,,,,,"sch806.mskobr.ru","806"
8625,"Лицей №1550","125284, г. Москва, ул.Беговая, д.19",13,"7714199190",55.782365,37.55982,,60100,57300,"Лосев Никита Валерьевич","1550@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1550»",,,,"7-495-9458600",,59001174,153233718,"lyc1550.mskobr.ru","lyc1550"
8626,"Школа №171","119146, г. Москва, 2-ая Фрунзенская ул., д.7А",13,"7704231631",55.722223,37.57943,48120,,56140,"Карпенко Лидия Петровна","171@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 171»",95735918,,370434905,"7-499-2424558",98690713,,390591720,"sch171c.mskobr.ru","171"
8627,"Школа №492","115407, г. Москва, ул.Затонная, д.7, корп.3",13,"7725144250",55.68092,37.687515,,,55885,"Разоренова Жанна Николаевна","492@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 492»",,,249987634,"7-499-6168344",,,260241729,"sch492u.mskobr.ru","492"
8628,"Инженерно-техническая школа им.Поповича","125319, г. Москва, ул.8 Марта, д.17",13,"7727191008",55.805907,37.54833,,,,"Рыбальченко Елена Александровна","itschool@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Инженерно-техническая школа имени дважды Героя Советского Союза П.Р. Поповича»",,,,"7-499-1525446",,,,"sch1847s.mskobr.ru","popovaschool"
8629,"Школа №362","107150, г. Москва, ул. Ивантеевская, 32А",13,"7718305072",55.813506,37.728586,,,48800,"Пухова Татьяна Сергеевна","362@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 362»",,,122266062,"7-499-1600889",,,118701591,"schv362.mskobr.ru","362"
8630,"Школа №2109","117148, г. Москва, ул. Маршала Савицкого, дом 26, корпус 4",13,"7727840510",55.502406,37.596381,,,,"Егорова Любовь Николаевна","2109@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2109»",,,,"7-499-2321118",,,,"sch2109.mskobr.ru","2109"
8631,"Школа №222","127591, г. Москва, ул. 800-летия Москвы, д. 7а",13,"7713286725",55.881636,37.561895,,59800,57300,"Баскакова Наталья Анатольевна","222@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 222",,240287176,240287176,"7-499-4805311",,243443726,243243726,"sch222s.mskobr.ru","222"
8632,"Лицей №1557","124536, г. Москва, Зеленоград, корп. 509",13,"7735093928",55.998,37.231566,81939,66370,55134,"Грабарник Татьяна Николаевна","1557@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1557»",218187065,350374158,401255679,"07-499-7360846",304716759,393628273,406264086,"lyc1557zg.mskobr.ru","lyc1557"
8633,"Школа №996","115563, г. Москва, Борисовский проезд, д. 13",13,"7724917860",55.626614,37.723358,,,,"Любушкина Юлия Ивановна","996@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 996",,,,"8-495-3900709",,,,"sch996.mskobr.ru","996"
8634,"Школа №1106","117463, г. Москва, проезд Карамзина, дом 13, корпус 3",13,"7728246980",55.592083,37.54038,,,,"Селезнева Лидия Ивановна","1106@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1106»",,,,"7-495-4220961",,,,"sch1106uz.mskobr.ru","1106"
8635,"Школа №1269","111401, г. Москва, 3-я Владимирская ул., д.26А",13,"7720258550",55.754993,37.786267,,,,"Курнышёва Екатерина Владимировна","1269@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением немецкого языка № 1269»",,,,"8-495-3057020",,,,"sch1269v.mskobr.ru","1269"
8636,"Школа №1631","127411, г. Москва, Дмитровское шоссе, дом 137А",13,"7713781783",55.892309,37.540003,,,55230,"Нилова Вера Андреевна","1631@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1631",,,234119785,"8-495-4858900",,,270126658,"sch1631s.mskobr.ru","1631"
8637,"Школа №1273","117647, г. Москва, улица Академика Капицы, д.12",13,"7728229720",55.628972,37.522522,,63000,59000,"Попов Михаил Александрович","1273@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1273»",,293955394,341386023,"8-495-4201500",,292068776,365007296,"sch1273uz.mskobr.ru","1273"
8638,"Школа №870","115516, г. Москва, ул.Веселая, д.12",13,"7724189441",55.624179,37.663368,,64922,56208,"Поморина Инна Вячеславовна","870@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 870",,192306762,164802988,"8-495-3220881",,173492992,171278035,"schsv870u.mskobr.ru","870"
8639,"Школа №809","121596, г. Москва, Можайское шоссе, д.50",13,"7731174950",55.717224,37.405049,,,,,"809@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 809",,,,,,,,"sch809.mskobr.ru","809"
8640,"Школа №1430 им.Кисунько","127572, г. Москва, ул.Новгородская, д.21А",13,"7715992532",55.900567,37.578029,,,,"Савельева Татьяна Владленовна","1430@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1430 имени Героя Социалистического Труда Г.В. Кисунько»",,,,"7-499-9085544",,,,"sch1430sv-new.mskobr.ru","1430"
8641,"Школа №2113","117535, г. Москва, улица Дорожная, дом 22А",13,"7726756921",55.599362,37.617563,,,,"Палехова Ирина Владимировна","2113@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2113»",,,,"7-495-3828585",,,,"sch2113.mskobr.ru","2113"
8642,"Гимназия №1516","107589, г. Москва, ул. Хабаровская, д. 4а",13,"7718792108",55.81652,37.831767,46540,62940,59610,"Буканова Наталья Львовна","1516@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1516»",106623477,124072840,144240859,"8-495-4604366",104037701,117844852,140916905,"gym1516.mskobr.ru","gym1516"
8643,"Школа №1234","121069, г. Москва, Большая Молчановка, д. 26-28",13,"7704853583",55.753463,37.59012,,68879,68984,"Волошко Ирина Григорьевна","1234@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1234»",,272237492,282451208,"8-495-6906518",,288362333,277901455,"sch1234c.mskobr.ru","1234"
8644,"Школа №2055","123100, г. Москва, 2-я Черногрязская улица, дом 7",13,"7703776689",55.763417,37.547028,,46751,58616,"Шелкова Наталия Михайловна","2055@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2055»",,143150766,201319458,"7-499-2568129",,148921895,185426924,"sch2055c.mskobr.ru","2055"
8645,"Школа №371","115172, г. Москва, Краснохолмская наб., д.1/15",13,"7705513082",55.736098,37.649669,,41959,,"Бродецкий Юрий Иванович","371@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 371»",,47675933,,"8-495-9117480",,51880414,,"schn371c.mskobr.ru","371"
8646,"Школа № 2123 им.Эрнандеса","121069, г. Москва, Столовый пер., д.10/2, стр.1",13,"7703738796",55.756756,37.594755,71726,62415,67102,"Архипова Татьяна Вадимовна","2123@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2123 имени Мигеля Эрнандеса»",96078009,101490157,111593573,"7-495-6903097",96613363,104562916,117990583,"2123.mskobr.ru","2123"
8647,"Школа №167 им.Говорова","125565, г. Москва, ул. Ленинградское шоссе, д. 94а",13,"7743868110",55.856093,37.473267,,,,,"167@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 167 имени Маршала Л.А. Говорова",,,,,,,,"sch167s.mskobr.ru","167"
8648,"Школа №1375","115533, г. Москва, Нагатинская наб., д.24",13,"7725144330",55.681087,37.656586,35600,57976,61385,"Михарева Наталья Борисовна","1375@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1375",120018448,265079161,272105899,"7-499-6185084",127896176,267533028,280396438,"sch1375u.mskobr.ru","1375"
8649,"Школа №1912 им.Момышулы","124683, г. Москва, Зеленоград, корп. 1816",13,"7735083380",55.9822,37.164956,,,56529,"Князева Светлана Владимировна","1912@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1912 имени Бауыржана Момышулы»",,,202579752,"7-499-7380055",,,224596515,"sch1912zg.mskobr.ru","1912"
8650,"Гимназия №1591","111672, г. Москва, ул.Новокосинская, д. 40 А",13,"7720602851",55.741809,37.872371,48000,56500,56500,,"1591@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1591»",82453170,103281205,475344119,,94070809,104193264,480976535,"gym1591.mskobr.ru","gym1591"
8651,"Школа №9","119421, г. Москва, ул.Новаторов, д.34, корп.1",13,"7728050987",55.663563,37.525001,47420,47826,52126,"Сахарова Ирина Николаевна","9@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 9",57696061,224947878,253889402,"8-495-9364006",66264052,221771919,260922332,"sch9uz.mskobr.ru","9"
8652,"Школа №1297","129110, г. Москва, Глинистый пер., д.7, стр.1",13,"7702764296",55.787508,37.637272,,73921,,"Назаров Александр Ираклиевич","1297@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1297»",,25922176,,"7-495-6312114",,57507605,,"schuc1297.mskobr.ru","1297"
8653,"Школа №1114","121601, г. Москва, Филевский бульвар, д.3, стр.1",13,"7730160480",55.76405,37.491179,,74696,51500,"Ястребова Александра Петровна","1114@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1114»",,320396245,260834344,"8-495-7386064",,276366020,267570456,"sch1114z.mskobr.ru","1114"
8654,"Школа №218","127434, г. Москва, Дмитровское шоссе, дом 5 А",13,"7713784953",55.812003,37.575298,,70885,57634,"Кочетков Константин Петрович","218@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 218»",,115656986,180141273,"7-499-9764087",,111788370,125003037,"sch218.mskobr.ru","218"
8655,"Школа №763","129336, г. Москва, ул. Стартовая, д. 27, корп. 3",13,"7716783901",55.884181,37.693426,,,,"Федорова Анна Александровна","763@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 763»",,,,"7-495-4749060",,,,"sch763sv-new.mskobr.ru","763"
8656,"Школа №1371","121614, г. Москва, ул.Крылатские холмы, д.45, корп.2",13,"7731174051",55.762166,37.4137,,,,"Бронштейн Илья Михайлович","1371@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1371»",,,,"8-495-4132574",,,,"sch1371z.mskobr.ru","1371"
8657,"Школа №1155","123458, г. Москва, ул.Таллинская, д.16, корп.4",13,"7734233770",55.79681,37.400791,,,,"Федулов Константин Владимирович","1155@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1155",,,,"7-495-7509808",,,,"sch1155sz.mskobr.ru","1155"
8658,"Школа №1368","117041, г. Москва, улица Академика Понтрягина, дом 17, корпус 1",13,"7727633880",55.533522,37.502813,,,52300,"Бобина Елена Васильевна","1368@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением информационных технологий № 1368»",,,234486252,"8-495-7150054",,,245941764,"sch1368uz.mskobr.ru","1368"
8659,"Школа №1270","109004, г. Москва, Товарищеский пер., д.21",13,"7709344237",55.743796,37.664824,65890,47374,61400,"Кинешова Вера Павловна","1270@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1270»",87481495,88469115,164674044,"7-495-9129916",92569274,92568874,168629101,"sch1270c.mskobr.ru","1270"
8660,"Школа №236","125412, г. Москва, ул. Клязьминская , д. 8а",13,"7713283604",55.884413,37.522782,,61124,,"Романова Елена Вячеславовна","236@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 236",,48801226,,"7-499-9068798",,49724024,,"sch236s.mskobr.ru","236"
8661,"Школа №1985","125466, г. Москва, ул. Ландышевая, дом 8",13,"7733168737",55.887024,37.39214,,,72096,"Суковых Александр Михайлович","1985@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1985",,,,"7-499-4019818",,,239203962,"sch1985.mskobr.ru","1985"
8662,"Гимназия ""Марьина Роща" им.Орлова","127521, г. Москва, ул.Октябрьская, д.81",13,"7715036400",55.795939,37.611985,,,,,"dogm@mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия Марьина Роща имени В.Ф. Орлова»",,,,,,,,"csh237.mskobr.ru","marinaroscha"
8663,"Школа №2001","117546, г. Москва, Харьковский пр., д.9Б",13,"7737124402",55.59163,37.640075,,,,"Бойков Алексей Александрович","2001@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2001»",,,,"8-495-3854815",,,,"sch2001u.mskobr.ru","2001"
8664,"Школа №1159","125413, г. Москва, Солнечногорский проезд, д. 7",13,"7743911729",55.859029,37.523034,,,52300,"Дубовицкая Людмила Николаевна","1159@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1159",,,262759576,"7-495-4546289",,,272835364,"sch1159s.mskobr.ru","1159"
8665,"Лицей №1581","105120, г. Москва, Б.Полуярославский пер., д.7/4, стр.1-1А",13,"7709330442",55.752607,37.663243,,,71800,"Мехед Анна Григорьевна","1581@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы лицей № 1581",,,68237593,"8-495-9161886",,,67130029,"lycc1581.mskobr.ru","lyc1581"
8666,"Школа №587","121471, г. Москва, Можайское ш., д.18, корп.2",13,"7731173386",55.721549,37.428827,,,,"Тихомирова Екатерина Сергеевна","587@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 587",,,,"8-495-4492993",,,,"sch587.mskobr.ru","587"
8667,"Школа №46","119421, г. Москва, ул.Обручева, дом 28А",13,"7728873109",55.657362,37.511984,,,62610,"Мансуров Николай Андреевич","46@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 46",,,160172375,"7-495-9366271",,,158378084,"coz46uz.mskobr.ru","46"
8668,"Школа №1692","124575, г. Москва, Зеленоград, корп. 1016",13,"7735001412",55.987352,37.176518,,59200,57800,"Ясинова Анна Владимировна","1692@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1692»",,224556627,196821130,"8-499-7312512",,222698763,211848653,"sch1692zg.mskobr.ru","1692"
8669,"Гимназия №1636 ""НИКА"","115583, г. Москва, Елецкая улица, дом 12 корпус3",13,"7724294781",55.606883,37.729404,,,50470,"Глотова Ирина Борисовна","1636@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1636 «НИКА»",,,333442786,"7-495-3997959",,,351392687,"gym1636u.mskobr.ru","gym1636"
8670,"Школа №1383","127474, г. Москва, ул. Дубнинская, д. 7",13,"7713338324",55.857801,37.56644,,85134,,"Решетова Хадия Идрисовна","1383@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1383",,76456526,,"7-499-4817482",,77635145,,"sch1383.mskobr.ru","1383"
8671,"Школа №2090","109377, г. Москва, 1-я Новокузьминская ул. , д. 21",13,"7721804748",55.714389,37.792411,,,58803,"Кислицина Марина Владимировна","2090@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2090»",,,317031255,"495-919-4343",,,344155093,"sch2090uv.mskobr.ru","2090"
8672,"Школа №2005","125466, г. Москва, ул. Родионовская, д. 6/7",13,"7733820977",55.894515,37.397575,,,,"Савчук Елена Ивановна","2005@edu.mos.ru","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2005",,,,"499-401-8601",,,,"sch2005sz.mskobr.ru","2005"
8673,"Школа №2025","119361, г. Москва, ул. Б.Очаковская, д.42, корпус 2.",13,"7729531411",55.677514,37.446021,,,,"Малахова Ирина Алексеевна","2025@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2025»",,,,"8-499-7261593",,,,"sch2025.mskobr.ru","2025"
8674,"Школа №438","115563, г. Москва, Борисовский пр., д.40, корп.3",13,"7724190045",55.616275,37.724023,,,,"Отке Наталья Вячеславовна","438@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 438»",,,,"7-495-3940700",,,,"","438"
8675,"Школа №1468","109544, г. Москва, Новорогожская ул., д.9",13,"7709157090",55.742559,37.680823,64400,77200,,"Волкова Елена Витальевна","1468@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1468»",54497903,68117103,,"8-495-6700627",61856128,65503474,,"sch1468.mskobr.ru","1468"
8676,"Гимназия №1596","119633, г. Москва, ул.Приречная, д.1",13,"7732117313",55.641646,37.371596,,,,"Парнов Дмитрий Андреевич","1596@edu.mos.ru","Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1596»",,,,"8-495-7311001",,,,"gym1596.mskobr.ru","gym1596"
